[rosmaster.main][INFO] 2015-11-26 12:33:48,563: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2015-11-26 12:33:48,563: Starting ROS Master Node
[rosmaster.master][INFO] 2015-11-26 12:33:49,128: +PUB [/rosout] /prosilica_driver http://c1:36082/
[rosmaster.master][INFO] 2015-11-26 12:33:49,129: +PUB [/rosout] /wide_stereo_left http://c1:55530/
[rosmaster.master][INFO] 2015-11-26 12:33:49,129: +PUB [/rosout] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,130: +PUB [/rosout] /wide_stereo_right http://c1:51639/
[rosmaster.master][INFO] 2015-11-26 12:33:49,130: +PUB [/rosout] /narrow_stereo_right http://c1:43904/
[rosmaster.master][INFO] 2015-11-26 12:33:49,132: +SERVICE [/pr2_run_stop_auto_restart/get_loggers] /pr2_run_stop_auto_restart http://c1:60877/
[rosmaster.master][INFO] 2015-11-26 12:33:49,132: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,133: +SERVICE [/power_board/get_loggers] /power_board http://c1:54635/
[rosmaster.master][INFO] 2015-11-26 12:33:49,133: +SERVICE [/ocean_server/get_loggers] /ocean_server http://c1:41962/
[rosmaster.master][INFO] 2015-11-26 12:33:49,134: +SERVICE [/imu_monitor/get_loggers] /imu_monitor http://c1:35466/
[rosmaster.master][INFO] 2015-11-26 12:33:49,135: +PUB [/rosout] /sound_play http://c1:44874/
[rosmaster.master][INFO] 2015-11-26 12:33:49,135: +SERVICE [/tilt_hokuyo_node/get_loggers] /tilt_hokuyo_node http://c1:36931/
[rosmaster.master][INFO] 2015-11-26 12:33:49,136: +PUB [/rosout] /narrow_stereo/narrow_stereo_proc http://c1:50218/
[rosmaster.master][INFO] 2015-11-26 12:33:49,137: +PUB [/rosout] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,137: +SERVICE [/base_hokuyo_node/get_loggers] /base_hokuyo_node http://c1:39055/
[rosmaster.master][INFO] 2015-11-26 12:33:49,138: +PUB [/rosout] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,138: +PUB [/rosout] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,139: +PUB [/rosout] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,140: +PUB [/rosout] /runtime_logger http://c1:55883/
[rosmaster.master][INFO] 2015-11-26 12:33:49,140: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,141: +SERVICE [/power_monitor/get_loggers] /power_monitor http://c1:59018/
[rosmaster.master][INFO] 2015-11-26 12:33:49,141: +SERVICE [/wide_stereo_left/get_loggers] /wide_stereo_left http://c1:55530/
[rosmaster.master][INFO] 2015-11-26 12:33:49,142: +PUB [/rosout] /wide_stereo_both http://c1:49110/
[rosmaster.master][INFO] 2015-11-26 12:33:49,142: +SERVICE [/narrow_stereo_left/get_loggers] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,143: +SERVICE [/wide_stereo_right/get_loggers] /wide_stereo_right http://c1:51639/
[rosmaster.master][INFO] 2015-11-26 12:33:49,143: +SERVICE [/camera_synchronizer_node/get_loggers] /camera_synchronizer_node http://c1:39874/
[rosmaster.master][INFO] 2015-11-26 12:33:49,144: +SERVICE [/ocean_server/set_logger_level] /ocean_server http://c1:41962/
[rosmaster.master][INFO] 2015-11-26 12:33:49,145: +PUB [/rosout] /diag_agg http://c1:60157/
[rosmaster.master][INFO] 2015-11-26 12:33:49,145: +PUB [/rosout] /r_gripper_controller/gripper_action_node http://c1:52838/
[rosmaster.master][INFO] 2015-11-26 12:33:49,145: +SERVICE [/tilt_hokuyo_node/set_logger_level] /tilt_hokuyo_node http://c1:36931/
[rosmaster.master][INFO] 2015-11-26 12:33:49,157: +PUB [/rosout] /l_gripper_controller/gripper_action_node http://c1:49162/
[rosmaster.master][INFO] 2015-11-26 12:33:49,158: +SERVICE [/narrow_stereo/narrow_stereo_proc/get_loggers] /narrow_stereo/narrow_stereo_proc http://c1:50218/
[rosmaster.master][INFO] 2015-11-26 12:33:49,158: +PUB [/rosout] /head_traj_controller/point_head_action http://c1:40124/
[rosmaster.master][INFO] 2015-11-26 12:33:49,159: +PUB [/rosout] /robot_pose_ekf http://c1:55120/
[rosmaster.master][INFO] 2015-11-26 12:33:49,159: +SERVICE [/base_hokuyo_node/set_logger_level] /base_hokuyo_node http://c1:39055/
[rosmaster.master][INFO] 2015-11-26 12:33:49,160: +SERVICE [/wide_stereo/wide_stereo_proc/get_loggers] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,181: +SERVICE [/r_forearm_cam/image_proc/get_loggers] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,181: +SERVICE [/narrow_stereo_textured/narrow_stereo_textured_proc/get_loggers] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,271: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,271: +SERVICE [/r_forearm_cam/get_loggers] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,272: +SERVICE [/power_monitor/set_logger_level] /power_monitor http://c1:59018/
[rosmaster.master][INFO] 2015-11-26 12:33:49,273: +SERVICE [/runtime_logger/get_loggers] /runtime_logger http://c1:55883/
[rosmaster.master][INFO] 2015-11-26 12:33:49,273: +SERVICE [/wide_stereo_left/set_logger_level] /wide_stereo_left http://c1:55530/
[rosmaster.master][INFO] 2015-11-26 12:33:49,274: +PUB [/diagnostics] /calibrate_pr2 http://c1:55790/
[rosmaster.master][INFO] 2015-11-26 12:33:49,315: +PUB [/rosout] /narrow_stereo_both http://c1:46683/
[rosmaster.master][INFO] 2015-11-26 12:33:49,331: +SERVICE [/narrow_stereo_left/set_logger_level] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,332: +SERVICE [/wide_stereo_right/set_logger_level] /wide_stereo_right http://c1:51639/
[rosmaster.master][INFO] 2015-11-26 12:33:49,332: +SERVICE [/diag_agg/get_loggers] /diag_agg http://c1:60157/
[rosmaster.master][INFO] 2015-11-26 12:33:49,333: +SERVICE [/camera_synchronizer_node/set_logger_level] /camera_synchronizer_node http://c1:39874/
[rosmaster.master][INFO] 2015-11-26 12:33:49,334: +SERVICE [/pr2_ethercat/reset_motors] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:49,355: +SERVICE [/wide_stereo/wide_stereo_proc/set_logger_level] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,356: +SERVICE [/r_forearm_cam/image_proc/set_logger_level] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,356: +SERVICE [/narrow_stereo_textured/narrow_stereo_textured_proc/set_logger_level] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,357: +PUB [/rosout] /realtime_hd_monitor http://c1:52496/
[rosmaster.master][INFO] 2015-11-26 12:33:49,357: +PUB [/rosout] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,358: +PUB [/rosout] /realtime_cpu_monitor http://c1:33373/
[rosmaster.master][INFO] 2015-11-26 12:33:49,358: +PUB [/rosout] /wifi_ddwrt http://c1:59691/
[rosmaster.master][INFO] 2015-11-26 12:33:49,359: +PUB [/rosout] /ddwrt_diag http://c1:43111/
[rosmaster.master][INFO] 2015-11-26 12:33:49,359: +PUB [/rosout] /default_controllers_spawner http://c1:46339/
[rosmaster.master][INFO] 2015-11-26 12:33:49,360: +SERVICE [/r_forearm_cam/set_logger_level] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,363: +SERVICE [/diag_agg/set_logger_level] /diag_agg http://c1:60157/
[rosmaster.master][INFO] 2015-11-26 12:33:49,365: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,369: +PUB [/rosout] /torso_controller/position_joint_action_node http://c1:35195/
[rosmaster.master][INFO] 2015-11-26 12:33:49,427: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,488: +SERVICE [/realtime_hd_monitor/get_loggers] /realtime_hd_monitor http://c1:52496/
[rosmaster.master][INFO] 2015-11-26 12:33:49,488: +SERVICE [/realtime_cpu_monitor/get_loggers] /realtime_cpu_monitor http://c1:33373/
[rosmaster.master][INFO] 2015-11-26 12:33:49,489: +SERVICE [/pr2_dashboard_aggregator/get_loggers] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,489: +SERVICE [/wifi_ddwrt/get_loggers] /wifi_ddwrt http://c1:59691/
[rosmaster.master][INFO] 2015-11-26 12:33:49,490: +SERVICE [/default_controllers_spawner/get_loggers] /default_controllers_spawner http://c1:46339/
[rosmaster.master][INFO] 2015-11-26 12:33:49,490: +SERVICE [/narrow_stereo_left/self_test] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,491: +SERVICE [/power_monitor/set_parameters] /power_monitor http://c1:59018/
[rosmaster.master][INFO] 2015-11-26 12:33:49,505: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:49,505: +SERVICE [/torso_controller/position_joint_action_node/get_loggers] /torso_controller/position_joint_action_node http://c1:35195/
[rosmaster.master][INFO] 2015-11-26 12:33:49,532: +SERVICE [/r_gripper_controller/gripper_action_node/get_loggers] /r_gripper_controller/gripper_action_node http://c1:52838/
[rosmaster.master][INFO] 2015-11-26 12:33:49,556: +PUB [/rosout] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:49,557: +PUB [/rosout] /two_hd_monitor http://c1:39941/
[rosmaster.master][INFO] 2015-11-26 12:33:49,560: +SERVICE [/realtime_hd_monitor/set_logger_level] /realtime_hd_monitor http://c1:52496/
[rosmaster.master][INFO] 2015-11-26 12:33:49,560: +SERVICE [/realtime_cpu_monitor/set_logger_level] /realtime_cpu_monitor http://c1:33373/
[rosmaster.master][INFO] 2015-11-26 12:33:49,560: +SERVICE [/pr2_dashboard_aggregator/set_logger_level] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,601: +SERVICE [/wifi_ddwrt/set_logger_level] /wifi_ddwrt http://c1:59691/
[rosmaster.master][INFO] 2015-11-26 12:33:49,602: +SERVICE [/r_forearm_cam/self_test] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,602: +PUB [/diagnostics] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,603: +SERVICE [/default_controllers_spawner/set_logger_level] /default_controllers_spawner http://c1:46339/
[rosmaster.master][INFO] 2015-11-26 12:33:49,619: +PUB [/power_monitor/parameter_descriptions] /power_monitor http://c1:59018/
[rosmaster.master][INFO] 2015-11-26 12:33:49,667: +SERVICE [/torso_controller/position_joint_action_node/set_logger_level] /torso_controller/position_joint_action_node http://c1:35195/
[rosmaster.master][INFO] 2015-11-26 12:33:49,669: +SERVICE [/r_gripper_controller/gripper_action_node/set_logger_level] /r_gripper_controller/gripper_action_node http://c1:52838/
[rosmaster.master][INFO] 2015-11-26 12:33:49,670: +SERVICE [/r_forearm_cam/image_proc_debayer/set_parameters] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,671: +SERVICE [/wide_stereo/wide_stereo_proc_debayer_left/set_parameters] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,672: +PUB [/dashboard_agg] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,672: +PUB [/diagnostics] /realtime_cpu_monitor http://c1:33373/
[rosmaster.master][INFO] 2015-11-26 12:33:49,674: +PUB [/diagnostics] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,675: +SERVICE [/narrow_stereo_textured/narrow_stereo_textured_proc_debayer_left/set_parameters] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,675: +SUB [/mechanism_statistics] /pr2_mechanism_diagnostics http://c1:51990/
[rosmaster.master][INFO] 2015-11-26 12:33:49,676: +PUB [/r_forearm_cam/image_proc_debayer/parameter_descriptions] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,676: +SERVICE [/two_cpu_monitor/get_loggers] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:49,677: +PUB [/wide_stereo/wide_stereo_proc_debayer_left/parameter_descriptions] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,677: +PUB [/diagnostics] /realtime_hd_monitor http://c1:52496/
[rosmaster.master][INFO] 2015-11-26 12:33:49,824: +PUB [/narrow_stereo_textured/narrow_stereo_textured_proc_debayer_left/parameter_descriptions] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,824: +PUB [/diagnostics] /pr2_mechanism_diagnostics http://c1:51990/
[rosmaster.master][INFO] 2015-11-26 12:33:49,825: +PUB [/r_forearm_cam/image_proc_debayer/parameter_updates] /r_forearm_cam/image_proc http://c1:51625/
[rosmaster.master][INFO] 2015-11-26 12:33:49,825: +SERVICE [/two_cpu_monitor/set_logger_level] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:49,826: +PUB [/wide_stereo/wide_stereo_proc_debayer_left/parameter_updates] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:49,827: -PUB [/rosout] /default_controllers_spawner http://c1:46339/
[rosmaster.master][INFO] 2015-11-26 12:33:49,827: -SERVICE [/default_controllers_spawner/set_logger_level] /default_controllers_spawner rosrpc://c1:54721
[rosmaster.master][INFO] 2015-11-26 12:33:49,828: -SERVICE [/default_controllers_spawner/get_loggers] /default_controllers_spawner rosrpc://c1:54721
[rosmaster.master][INFO] 2015-11-26 12:33:49,828: -PUB [/rosout] /ddwrt_diag http://c1:43111/
[rosmaster.master][INFO] 2015-11-26 12:33:49,829: -PUB [/rosout] /wifi_ddwrt http://c1:59691/
[rosmaster.master][INFO] 2015-11-26 12:33:49,829: -SERVICE [/wifi_ddwrt/get_loggers] /wifi_ddwrt rosrpc://c1:36228
[rosmaster.master][INFO] 2015-11-26 12:33:49,829: -SERVICE [/wifi_ddwrt/set_logger_level] /wifi_ddwrt rosrpc://c1:36228
[rosmaster.master][INFO] 2015-11-26 12:33:49,830: +SERVICE [/narrow_stereo_left/set_parameters] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,831: +PUB [/narrow_stereo_textured/narrow_stereo_textured_proc_debayer_left/parameter_updates] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:49,848: -SUB [/power_board/state] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,848: +PUB [/diagnostics] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:49,848: -PUB [/dashboard_agg] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,848: -PUB [/rosout] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:49,848: -SERVICE [/pr2_dashboard_aggregator/get_loggers] /pr2_dashboard_aggregator rosrpc://c1:46183
[rosmaster.master][INFO] 2015-11-26 12:33:49,849: -SERVICE [/pr2_dashboard_aggregator/set_logger_level] /pr2_dashboard_aggregator rosrpc://c1:46183
[rosmaster.master][INFO] 2015-11-26 12:33:49,872: +PUB [/power_monitor/parameter_updates] /power_monitor http://c1:59018/
[rosmaster.master][INFO] 2015-11-26 12:33:49,874: +SERVICE [/tilt_hokuyo_node/self_test] /tilt_hokuyo_node http://c1:36931/
[rosmaster.master][INFO] 2015-11-26 12:33:49,929: +PUB [/narrow_stereo_left/parameter_descriptions] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:49,930: +SERVICE [/r_forearm_cam/set_parameters] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:49,931: -PUB [/rosout] /l_gripper_controller/gripper_action_node http://c1:49162/
[rosmaster.master][INFO] 2015-11-26 12:33:49,931: -PUB [/rosout] /head_traj_controller/point_head_action http://c1:40124/
[rosmaster.master][INFO] 2015-11-26 12:33:49,932: -PUB [/rosout] /robot_pose_ekf http://c1:55120/
[rosmaster.master][INFO] 2015-11-26 12:33:49,933: +PUB [/diagnostics] /tilt_hokuyo_node http://c1:36931/
[rosmaster.master][INFO] 2015-11-26 12:33:49,952: +PARAM [/wide_stereo/wide_stereo_proc_debayer_left/debayer] by /wide_stereo/wide_stereo_proc
[rosmaster.master][INFO] 2015-11-26 12:33:49,976: +PUB [/narrow_stereo_left/parameter_updates] /narrow_stereo_left http://c1:49987/
[rosmaster.master][INFO] 2015-11-26 12:33:50,024: +PARAM [/narrow_stereo_textured/narrow_stereo_textured_proc_debayer_left/debayer] by /narrow_stereo_textured/narrow_stereo_textured_proc
[rosmaster.master][INFO] 2015-11-26 12:33:50,025: +PUB [/r_forearm_cam/parameter_descriptions] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:50,025: -SERVICE [/l_gripper_controller/gripper_action_node/get_loggers] /l_gripper_controller/gripper_action_node rosrpc://c1:51031
[rosmaster.master][INFO] 2015-11-26 12:33:50,026: -SERVICE [/head_traj_controller/point_head_action/get_loggers] /head_traj_controller/point_head_action rosrpc://c1:48398
[rosmaster.master][INFO] 2015-11-26 12:33:50,026: -SERVICE [/robot_pose_ekf/get_loggers] /robot_pose_ekf rosrpc://c1:35920
[rosmaster.master][INFO] 2015-11-26 12:33:50,026: +PARAM [/power_monitor/power_state_estimator_] by /power_monitor
[rosmaster.master][INFO] 2015-11-26 12:33:50,028: -PUB [/rosout] /r_gripper_controller/gripper_action_node http://c1:52838/
[rosmaster.master][INFO] 2015-11-26 12:33:50,029: +PARAM [/wide_stereo/wide_stereo_proc_debayer_left/debayer] by /wide_stereo/wide_stereo_proc
[rosmaster.master][INFO] 2015-11-26 12:33:50,029: -PUB [/rosout] /torso_controller/position_joint_action_node http://c1:35195/
[rosmaster.master][INFO] 2015-11-26 12:33:50,031: +PARAM [/narrow_stereo_textured/narrow_stereo_textured_proc_debayer_left/debayer] by /narrow_stereo_textured/narrow_stereo_textured_proc
[rosmaster.master][INFO] 2015-11-26 12:33:50,031: +PUB [/r_forearm_cam/parameter_updates] /r_forearm_cam http://c1:43447/
[rosmaster.master][INFO] 2015-11-26 12:33:50,048: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:50,116: +PUB [/rosout] /spawner_camera_synchronizer http://c1:55906/
[rosmaster.master][INFO] 2015-11-26 12:33:50,117: +PUB [/rosout] /r_forearm_cam_trigger_spawner http://c1:44837/
[rosmaster.master][INFO] 2015-11-26 12:33:50,136: +SERVICE [/imu_node/get_loggers] /imu_node http://c1:45907/
[rosmaster.master][INFO] 2015-11-26 12:33:50,136: +PUB [/rosout] /l_forearm_cam/image_proc http://c1:35217/
[rosmaster.master][INFO] 2015-11-26 12:33:50,137: +PUB [/rosout] /l_forearm_cam http://c1:60525/
[rosmaster.master][INFO] 2015-11-26 12:33:50,140: +SERVICE [/narrow_stereo_right/get_loggers] /narrow_stereo_right http://c1:43904/
[rosmaster.master][INFO] 2015-11-26 12:33:50,140: +SERVICE [/prosilica_driver/get_loggers] /prosilica_driver http://c1:36082/
[rosmaster.master][INFO] 2015-11-26 12:33:50,142: +SERVICE [/power_board/set_logger_level] /power_board http://c1:54635/
[rosmaster.master][INFO] 2015-11-26 12:33:50,142: +SERVICE [/pr2_run_stop_auto_restart/set_logger_level] /pr2_run_stop_auto_restart http://c1:60877/
[rosmaster.master][INFO] 2015-11-26 12:33:50,144: +SERVICE [/imu_monitor/set_logger_level] /imu_monitor http://c1:35466/
[rosmaster.master][INFO] 2015-11-26 12:33:50,228: -PUB [/rosout] /diag_agg http://c1:60157/
[rosmaster.master][INFO] 2015-11-26 12:33:50,318: publisherUpdate[/rosout] -> http://c1:53795/
[rosmaster.master][INFO] 2015-11-26 12:33:50,319: -SERVICE [/r_gripper_controller/gripper_action_node/get_loggers] /r_gripper_controller/gripper_action_node rosrpc://c1:42831
[rosmaster.master][INFO] 2015-11-26 12:33:50,320: +PUB [/wide_stereo/left/image_mono] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:50,321: +PUB [/narrow_stereo_textured/left/image_mono] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:50,321: -SERVICE [/torso_controller/position_joint_action_node/get_loggers] /torso_controller/position_joint_action_node rosrpc://c1:57381
[rosmaster.master][INFO] 2015-11-26 12:33:50,332: +PUB [/rosout] /ntp_c1 http://c1:35275/
[rosmaster.master][INFO] 2015-11-26 12:33:50,333: +PUB [/rosout] /l_forearm_cam_trigger_spawner http://c1:53225/
[rosmaster.master][INFO] 2015-11-26 12:33:50,333: +SERVICE [/sound_play/get_loggers] /sound_play http://c1:44874/
[rosmaster.master][INFO] 2015-11-26 12:33:50,334: +SERVICE [/narrow_stereo/narrow_stereo_proc/set_logger_level] /narrow_stereo/narrow_stereo_proc http://c1:50218/
[rosmaster.master][INFO] 2015-11-26 12:33:50,337: +SERVICE [/narrow_stereo_right/set_logger_level] /narrow_stereo_right http://c1:43904/
[rosmaster.master][INFO] 2015-11-26 12:33:50,338: +PUB [/diagnostics] /joy http://c1:47789/
[rosmaster.master][INFO] 2015-11-26 12:33:50,339: +SERVICE [/prosilica_driver/set_logger_level] /prosilica_driver http://c1:36082/
[rosmaster.master][INFO] 2015-11-26 12:33:50,360: +SUB [/joint_states] /calibrate_pr2 http://c1:55790/
[rosmaster.master][INFO] 2015-11-26 12:33:50,361: +SERVICE [/runtime_logger/set_logger_level] /runtime_logger http://c1:55883/
[rosmaster.master][INFO] 2015-11-26 12:33:50,362: +SERVICE [/pr2_ethercat/halt_motors] /realtime_loop http://c1:59780/
[rosmaster.master][INFO] 2015-11-26 12:33:50,363: +SERVICE [/wide_stereo_both/get_loggers] /wide_stereo_both http://c1:49110/
[rosmaster.master][INFO] 2015-11-26 12:33:50,368: +SERVICE [/base_hokuyo_node/self_test] /base_hokuyo_node http://c1:39055/
[rosmaster.master][INFO] 2015-11-26 12:33:50,369: +SERVICE [/narrow_stereo_both/get_loggers] /narrow_stereo_both http://c1:46683/
[rosmaster.master][INFO] 2015-11-26 12:33:50,402: -SERVICE [/diag_agg/get_loggers] /diag_agg rosrpc://c1:51946
[rosmaster.master][INFO] 2015-11-26 12:33:50,464: +SUB [/power_board/state] /pr2_dashboard_aggregator http://c1:49655/
[rosmaster.master][INFO] 2015-11-26 12:33:50,490: +SERVICE [/wide_stereo_right/self_test] /wide_stereo_right http://c1:51639/
[rosmaster.master][INFO] 2015-11-26 12:33:50,512: -SERVICE [/r_gripper_controller/gripper_action_node/set_logger_level] /r_gripper_controller/gripper_action_node rosrpc://c1:42831
[rosmaster.master][INFO] 2015-11-26 12:33:50,513: +PUB [/wide_stereo/left/image_color] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:50,513: +PUB [/narrow_stereo_textured/left/image_color] /narrow_stereo_textured/narrow_stereo_textured_proc http://c1:51414/
[rosmaster.master][INFO] 2015-11-26 12:33:50,519: +SERVICE [/imu_node/set_logger_level] /imu_node http://c1:45907/
[rosmaster.master][INFO] 2015-11-26 12:33:50,519: +SERVICE [/l_forearm_cam/get_loggers] /l_forearm_cam http://c1:60525/
[rosmaster.master][INFO] 2015-11-26 12:33:50,534: +SERVICE [/spawner_camera_synchronizer/get_loggers] /spawner_camera_synchronizer http://c1:55906/
[rosmaster.master][INFO] 2015-11-26 12:33:50,608: +SERVICE [/sound_play/set_logger_level] /sound_play http://c1:44874/
[rosmaster.master][INFO] 2015-11-26 12:33:50,609: +SERVICE [/wide_stereo_both/set_logger_level] /wide_stereo_both http://c1:49110/
[rosmaster.master][INFO] 2015-11-26 12:33:50,610: +PUB [/diagnostics] /base_hokuyo_node http://c1:39055/
[rosmaster.master][INFO] 2015-11-26 12:33:50,611: +SERVICE [/narrow_stereo_both/set_logger_level] /narrow_stereo_both http://c1:46683/
[rosmaster.master][INFO] 2015-11-26 12:33:50,612: -SERVICE [/torso_controller/position_joint_action_node/set_logger_level] /torso_controller/position_joint_action_node rosrpc://c1:57381
[rosmaster.master][INFO] 2015-11-26 12:33:50,619: +SERVICE [/l_forearm_cam/set_logger_level] /l_forearm_cam http://c1:60525/
[rosmaster.master][INFO] 2015-11-26 12:33:50,631: +SERVICE [/l_forearm_cam_trigger_spawner/get_loggers] /l_forearm_cam_trigger_spawner http://c1:53225/
[rosmaster.master][INFO] 2015-11-26 12:33:50,633: -PUB [/diagnostics] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:50,633: -PUB [/rosout] /two_cpu_monitor http://c1:50435/
[rosmaster.master][INFO] 2015-11-26 12:33:50,633: -SERVICE [/two_cpu_monitor/get_loggers] /two_cpu_monitor rosrpc://c1:49475
[rosmaster.master][INFO] 2015-11-26 12:33:50,633: -SERVICE [/two_cpu_monitor/set_logger_level] /two_cpu_monitor rosrpc://c1:49475
[rosmaster.master][INFO] 2015-11-26 12:33:50,654: +PUB [/diagnostics] /sound_play http://c1:44874/
[rosmaster.master][INFO] 2015-11-26 12:33:50,655: +SERVICE [/ntp_c1/get_loggers] /ntp_c1 http://c1:35275/
[rosmaster.master][INFO] 2015-11-26 12:33:50,787: +SERVICE [/wide_stereo/wide_stereo_proc_rectify_mono_left/set_parameters] /wide_stereo/wide_stereo_proc http://c1:49286/
[rosmaster.master][INFO] 2015-11-26 12:33:50,807: +SUB [/torso_lift_imu/data] /imu_monitor http://c1:35466/
[rosmaster.master][INFO] 2015-11-26 12:33:50,846: +SERVICE [/narrow_stereo_right/self_test] /narrow_stereo_right http://c1:43904/
[rosmaster.master][INFO] 2015-11-26 12:33:50,847: +SERVICE [/l_forearm_cam_trigger_spawner/set_logger_level] /l_forearm_cam_trigger_spawner http://c1:53225/
[rosmaster.master][INFO] 2015-11-26 12:33:50,894: +PUB [/tf] /robot_state_publisher http://c1:56480/
[rosmaster.master][INFO] 2015-11-26 12:33:50,895: +SERVICE [/ntp_c1/set_logger_level] /ntp_c1 http://c1:35275/
[rosmaster.master][INFO] 2015-11-26 12:33:50,896: -PUB [/rosout] /two_hd_monitor http://c1:39941/
[rosmaster.master][INFO] 2015-11-26 12:33:50,896: -SERVICE [/two_hd_monitor/get_loggers] /two_hd_monitor rosrpc://c1:60490
